59;38;EDUC. UNIVERSITARIA;DEPENDIENTE;798484;301500;0;0.0;7;6;=6;3;SIN DEUDA;5;SI
60;37;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;68736;22.8;7;0;=2;2;SIN DEUDA;20;NO
63;79;EDUC. UNIVERSITARIA;DEPENDIENTE;1854225;301500;0;0.0;3;2;=7;4;SIN DEUDA;23;NO
68;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1599002;301500;184741;61.3;6;0;=6;0;SIN DEUDA;1;SI
71;42;EDUC. UNIVERSITARIA;DEPENDIENTE;1311525;301500;301500;100.0;8;1;=8;8;DEUDA DE 2 MESES;19;NO
75;47;EDUC. UNIVERSITARIA;DEPENDIENTE;4522500;301500;0;0.0;5;5;=5;2;DEUDA DE 1 MES;8;SI
76;31;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;1264141;1264141;100.0;9;10;=2;10;SIN DEUDA;24;NO
77;60;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;102854;34.1;0;1;=0;7;SIN DEUDA;8;SI
79;44;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;2;1;=6;0;DEUDA DE 1 MES;10;NO
81;75;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;8;5;=8;9;SIN DEUDA;16;NO
84;45;EDUC. UNIVERSITARIA;DEPENDIENTE;3543587;301500;0;0.0;0;10;=2;1;SIN DEUDA;6;NO
85;54;EDUC. UNIVERSITARIA;DEPENDIENTE;1253963;301500;37193;12.3;7;2;=10;6;SIN DEUDA;6;SI
86;47;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;68609;22.8;3;0;=8;10;DEUDA DE 1 MES;3;NO
87;69;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;10;3;=0;4;SIN DEUDA;10;SI
89;45;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;3;8;=9;5;DEUDA DE 1 MES;22;SI
90;73;EDUC. UNIVERSITARIA;DEPENDIENTE;524610;301500;0;0.0;7;0;=4;8;SIN DEUDA;25;SI
92;75;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;4;0;=4;7;SIN DEUDA;12;SI
95;39;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;301500;100.0;10;7;=0;5;DEUDA DE 1 MES;10;NO
96;58;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;9;8;=1;8;SIN DEUDA;5;SI
97;59;EDUC. UNIVERSITARIA;DEPENDIENTE;1175850;368626;368626;100.0;6;7;=7;6;SIN DEUDA;4;NO
102;41;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;6;2;=7;0;SIN DEUDA;4;NO
106;47;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;1;5;=6;1;SIN DEUDA;13;SI
107;43;EDUC. UNIVERSITARIA;DEPENDIENTE;1646669;301500;0;0.0;2;8;=4;3;SIN DEUDA;23;SI
111;60;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;301500;100.0;10;0;=10;3;DEUDA DE 2 MESES;1;SI
115;71;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;5;3;=4;4;DEUDA DE 1 MES;8;SI
116;47;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;0;0.0;3;9;=9;8;DEUDA DE 2 MESES;15;SI
117;35;EDUC. UNIVERSITARIA;DEPENDIENTE;2098440;301500;2044;0.7;5;4;=3;5;SIN DEUDA;21;SI
121;31;EDUC. UNIVERSITARIA;DEPENDIENTE;1214201;301500;0;0.0;7;4;=0;6;SIN DEUDA;14;NO
122;60;EDUC. UNIVERSITARIA;DEPENDIENTE;1582875;301500;0;0.0;6;10;=6;2;SIN DEUDA;5;NO
126;56;EDUC. UNIVERSITARIA;DEPENDIENTE;2351700;1056233;1056233;100.0;0;10;=5;3;SIN DEUDA;5;SI
127;37;EDUC. UNIVERSITARIA;DEPENDIENTE;1082795;301500;0;0.0;1;5;=10;9;SIN DEUDA;10;NO
128;44;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;79258;26.3;6;8;=2;9;SIN DEUDA;21;SI
131;48;EDUC. UNIVERSITARIA;DEPENDIENTE;1130625;301500;0;0.0;9;9;=9;6;SIN DEUDA;25;SI
133;55;EDUC. UNIVERSITARIA;DEPENDIENTE;1582875;301500;247;0.1;5;0;=8;10;SIN DEUDA;12;SI
134;65;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;0;5;=10;9;SIN DEUDA;1;NO
137;72;EDUC. UNIVERSITARIA;DEPENDIENTE;1790910;301500;0;0.0;6;1;=9;9;SIN DEUDA;23;SI
141;47;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;0;2;=9;4;SIN DEUDA;14;SI
142;59;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;0;0.0;3;3;=7;4;SIN DEUDA;23;NO
144;42;EDUC. UNIVERSITARIA;DEPENDIENTE;1284390;301500;0;0.0;5;5;=1;5;SIN DEUDA;3;NO
145;37;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;115414;38.3;10;8;=1;4;SIN DEUDA;3;SI
146;61;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;3;10;=10;10;SIN DEUDA;7;NO
150;34;EDUC. UNIVERSITARIA;DEPENDIENTE;624105;301500;0;0.0;10;9;=6;4;DEUDA DE 2 MESES;7;NO
152;57;EDUC. UNIVERSITARIA;DEPENDIENTE;1537650;301500;20490;6.8;9;10;=10;4;SIN DEUDA;0;NO
153;44;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;2491885;2491885;100.0;3;1;=1;7;SIN DEUDA;8;NO
154;49;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;35619;11.8;6;10;=1;7;SIN DEUDA;12;SI
156;33;EDUC. UNIVERSITARIA;DEPENDIENTE;2623050;1115297;1115297;100.0;8;8;=0;4;DEUDA DE 1 MES;12;SI
160;45;EDUC. UNIVERSITARIA;DEPENDIENTE;6726803;301500;110777;36.7;9;8;=7;5;SIN DEUDA;14;SI
161;33;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;0;0.0;1;10;=1;1;SIN DEUDA;22;SI
168;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1447200;301500;133384;44.2;0;4;=9;0;DEUDA DE 2 MESES;11;SI
172;37;EDUC. UNIVERSITARIA;DEPENDIENTE;2984850;301500;1302;0.4;6;5;=5;10;SIN DEUDA;12;NO
174;41;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;8;1;=2;2;SIN DEUDA;24;SI
175;31;EDUC. UNIVERSITARIA;DEPENDIENTE;1709505;301500;0;0.0;2;2;=5;0;DEUDA DE 2 MESES;22;NO
178;64;EDUC. UNIVERSITARIA;DEPENDIENTE;2722545;301500;0;0.0;3;3;=4;6;DEUDA DE 2 MESES;9;NO
180;69;EDUC. UNIVERSITARIA;DEPENDIENTE;2496420;301500;64636;21.4;1;2;=2;5;SIN DEUDA;19;NO
185;57;EDUC. UNIVERSITARIA;DEPENDIENTE;5429008;301500;0;0.0;10;0;=5;5;SIN DEUDA;6;NO
195;58;EDUC. UNIVERSITARIA;DEPENDIENTE;2577825;301500;50043;16.6;10;7;=10;4;SIN DEUDA;7;SI
196;47;EDUC. UNIVERSITARIA;DEPENDIENTE;1374840;502607;502607;100.0;1;4;=9;8;DEUDA DE 1 MES;13;SI
197;58;EDUC. UNIVERSITARIA;DEPENDIENTE;2252205;301500;47969;15.9;7;0;=5;9;SIN DEUDA;24;NO
201;57;EDUC. UNIVERSITARIA;DEPENDIENTE;5943596;617177;617177;100.0;8;9;=7;4;SIN DEUDA;19;SI
202;37;EDUC. UNIVERSITARIA;DEPENDIENTE;3165750;301500;45870;15.2;0;6;=8;10;SIN DEUDA;19;NO
203;52;EDUC. UNIVERSITARIA;DEPENDIENTE;1085400;301500;326;0.1;0;9;=7;5;SIN DEUDA;1;SI
205;51;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;2;3;=5;8;DEUDA DE 1 MES;21;SI
207;52;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;0;2;=5;3;SIN DEUDA;7;NO
208;31;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;10;3;=3;3;DEUDA DE 1 MES;19;SI
210;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1329615;301500;46793;15.5;2;10;=7;2;SIN DEUDA;25;NO
212;39;EDUC. UNIVERSITARIA;DEPENDIENTE;814050;301500;0;0.0;7;0;=5;6;SIN DEUDA;12;SI
213;42;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;579543;579543;100.0;4;6;=7;2;SIN DEUDA;5;SI
214;49;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;4699939;4699939;100.0;3;8;=0;0;DEUDA DE 1 MES;14;SI
217;43;EDUC. UNIVERSITARIA;DEPENDIENTE;5427000;301500;0;0.0;4;9;=0;9;SIN DEUDA;22;SI
220;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1266300;301500;0;0.0;9;6;=9;6;SIN DEUDA;0;SI
224;72;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;0;10;=6;10;DEUDA DE 1 MES;17;SI
226;31;EDUC. UNIVERSITARIA;DEPENDIENTE;1085400;301500;0;0.0;10;6;=0;1;SIN DEUDA;14;SI
227;54;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;2;6;=8;0;DEUDA DE 1 MES;3;SI
228;36;EDUC. UNIVERSITARIA;DEPENDIENTE;2008945;301500;0;0.0;6;10;=2;7;SIN DEUDA;7;SI
238;52;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;3;10;=9;10;SIN DEUDA;2;SI
243;33;EDUC. UNIVERSITARIA;DEPENDIENTE;1175850;301500;0;0.0;10;8;=10;9;DEUDA DE 1 MES;3;SI
244;44;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;9;10;=0;2;SIN DEUDA;12;NO
248;50;EDUC. UNIVERSITARIA;DEPENDIENTE;2650058;301500;0;0.0;7;8;=10;5;SIN DEUDA;1;SI
254;41;EDUC. UNIVERSITARIA;DEPENDIENTE;2713500;301500;0;0.0;1;9;=7;10;SIN DEUDA;12;NO
255;55;EDUC. UNIVERSITARIA;DEPENDIENTE;1034820;301500;440;0.1;5;7;=6;6;SIN DEUDA;11;NO
257;34;EDUC. UNIVERSITARIA;DEPENDIENTE;2140952;301500;0;0.0;8;6;=7;1;SIN DEUDA;22;NO
266;49;EDUC. UNIVERSITARIA;DEPENDIENTE;9045000;301500;0;0.0;2;3;=3;1;SIN DEUDA;24;NO
269;43;EDUC. UNIVERSITARIA;DEPENDIENTE;750735;301500;26653;8.8;6;2;=6;4;SIN DEUDA;6;SI
270;56;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;70629;23.4;7;7;=7;2;SIN DEUDA;23;SI
271;32;EDUC. UNIVERSITARIA;DEPENDIENTE;4523504;1333740;1333740;100.0;8;7;=4;2;SIN DEUDA;22;SI
272;44;EDUC. UNIVERSITARIA;DEPENDIENTE;3165750;301500;31959;10.6;6;3;=10;1;DEUDA DE 1 MES;2;SI
274;33;EDUC. UNIVERSITARIA;DEPENDIENTE;1628100;301500;0;0.0;2;10;=10;9;SIN DEUDA;15;NO
275;40;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;512882;512882;100.0;2;6;=3;7;SIN DEUDA;8;SI
278;38;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;6;0;=9;9;SIN DEUDA;9;NO
281;41;EDUC. UNIVERSITARIA;DEPENDIENTE;3165750;301500;126998;42.1;4;6;=10;4;DEUDA DE 2 MESES;21;NO
285;70;EDUC. UNIVERSITARIA;DEPENDIENTE;1863460;301500;0;0.0;1;9;=6;7;SIN DEUDA;11;SI
288;74;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;1096471;1096471;100.0;9;0;=5;2;DEUDA DE 2 MESES;23;NO
292;59;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;1;4;=6;0;SIN DEUDA;12;NO
294;32;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;115698;38.4;1;7;=5;7;SIN DEUDA;17;SI
296;55;EDUC. UNIVERSITARIA;DEPENDIENTE;1257183;301500;0;0.0;1;1;=3;8;SIN DEUDA;15;SI
305;47;EDUC. UNIVERSITARIA;DEPENDIENTE;9033495;301500;0;0.0;9;9;=2;6;SIN DEUDA;19;NO
306;53;EDUC. UNIVERSITARIA;DEPENDIENTE;750735;755758;755758;100.0;1;7;=6;8;SIN DEUDA;8;NO
307;52;EDUC. UNIVERSITARIA;DEPENDIENTE;1564966;412561;412561;100.0;4;9;=5;4;SIN DEUDA;0;SI
309;71;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;10;4;=2;0;SIN DEUDA;3;NO
310;42;EDUC. UNIVERSITARIA;DEPENDIENTE;678375;301500;271863;90.2;4;9;=8;7;SIN DEUDA;10;NO
311;56;EDUC. UNIVERSITARIA;DEPENDIENTE;823430;301500;48;0.0;1;7;=8;1;SIN DEUDA;11;SI
316;73;EDUC. UNIVERSITARIA;DEPENDIENTE;3403082;301500;0;0.0;7;4;=9;2;SIN DEUDA;0;NO
317;48;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;57773;19.2;4;4;=8;10;SIN DEUDA;21;SI
319;41;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;1729615;1729615;100.0;3;6;=1;3;SIN DEUDA;0;NO
321;57;EDUC. UNIVERSITARIA;DEPENDIENTE;2125575;301500;0;0.0;5;9;=2;6;SIN DEUDA;20;NO
324;35;EDUC. UNIVERSITARIA;DEPENDIENTE;633150;301500;50622;16.8;1;8;=8;9;SIN DEUDA;23;SI
325;47;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;4;4;=1;5;SIN DEUDA;3;SI
326;63;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;10;1;=0;8;SIN DEUDA;10;SI
327;59;EDUC. UNIVERSITARIA;DEPENDIENTE;2532600;301500;121245;40.2;1;10;=8;7;DEUDA DE 2 MESES;12;NO
328;42;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;3;8;=6;10;DEUDA DE 1 MES;13;NO
329;38;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;3;8;=6;6;DEUDA DE 2 MESES;10;SI
332;36;EDUC. UNIVERSITARIA;DEPENDIENTE;2217156;301500;0;0.0;5;0;=2;9;SIN DEUDA;21;SI
333;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1175850;301500;179591;59.6;4;0;=10;9;SIN DEUDA;4;NO
335;53;EDUC. UNIVERSITARIA;DEPENDIENTE;1293435;301500;301500;100.0;9;8;=5;2;SIN DEUDA;7;NO
337;48;EDUC. UNIVERSITARIA;DEPENDIENTE;4522500;751615;751615;100.0;0;2;=5;0;SIN DEUDA;12;SI
339;70;EDUC. UNIVERSITARIA;DEPENDIENTE;1266933;301500;0;0.0;6;3;=0;7;SIN DEUDA;13;NO
340;40;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;8;9;=9;4;DEUDA DE 2 MESES;12;SI
341;34;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;9;6;=1;9;SIN DEUDA;2;SI
344;52;EDUC. UNIVERSITARIA;DEPENDIENTE;2280823;301500;0;0.0;10;3;=2;5;DEUDA DE 2 MESES;5;SI
345;68;EDUC. UNIVERSITARIA;DEPENDIENTE;542700;301500;0;0.0;5;2;=1;6;SIN DEUDA;13;NO
346;46;EDUC. UNIVERSITARIA;DEPENDIENTE;1175850;301500;0;0.0;9;0;=9;4;SIN DEUDA;24;SI
347;50;EDUC. UNIVERSITARIA;DEPENDIENTE;1447200;390497;390497;100.0;3;4;=1;5;SIN DEUDA;4;NO
349;73;EDUC. UNIVERSITARIA;DEPENDIENTE;750735;301500;0;0.0;3;4;=2;10;SIN DEUDA;18;SI
352;39;EDUC. UNIVERSITARIA;DEPENDIENTE;3545640;301500;116898;38.8;8;4;=10;8;SIN DEUDA;13;NO
354;39;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;5;3;=8;5;SIN DEUDA;22;SI
355;66;EDUC. UNIVERSITARIA;DEPENDIENTE;1224241;301500;0;0.0;3;0;=3;6;SIN DEUDA;1;SI
356;78;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;8;2;=0;10;SIN DEUDA;13;SI
358;85;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;3;0;=9;7;SIN DEUDA;11;SI
362;39;EDUC. UNIVERSITARIA;DEPENDIENTE;5427000;675812;675812;100.0;8;4;=8;10;SIN DEUDA;8;SI
363;39;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;272924;90.5;8;10;=9;5;DEUDA DE 2 MESES;2;NO
370;38;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;1;5;=2;8;SIN DEUDA;10;NO
378;63;EDUC. UNIVERSITARIA;DEPENDIENTE;1490797;301500;0;0.0;0;3;=10;7;SIN DEUDA;25;NO
380;60;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;6;7;=7;9;SIN DEUDA;12;SI
381;40;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;70262;23.3;0;4;=2;6;SIN DEUDA;24;NO
384;33;EDUC. UNIVERSITARIA;DEPENDIENTE;749044;301500;0;0.0;9;6;=0;4;DEUDA DE 1 MES;23;SI
385;38;EDUC. UNIVERSITARIA;DEPENDIENTE;524610;301500;212497;70.5;10;0;=8;4;SIN DEUDA;7;SI
386;34;EDUC. UNIVERSITARIA;DEPENDIENTE;2487375;301500;0;0.0;5;10;=4;9;SIN DEUDA;20;SI
387;60;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;624087;624087;100.0;5;0;=9;5;SIN DEUDA;24;NO
388;45;EDUC. UNIVERSITARIA;DEPENDIENTE;2230859;301500;170040;56.4;0;0;=4;7;SIN DEUDA;16;NO
390;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1358758;373667;373667;100.0;2;8;=7;6;SIN DEUDA;11;SI
391;72;EDUC. UNIVERSITARIA;DEPENDIENTE;4522500;301500;221060;73.3;3;3;=8;7;SIN DEUDA;11;SI
392;41;EDUC. UNIVERSITARIA;DEPENDIENTE;4870733;301500;0;0.0;2;0;=7;0;SIN DEUDA;22;SI
393;50;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;8;5;=3;8;DEUDA DE 1 MES;12;SI
394;72;EDUC. UNIVERSITARIA;DEPENDIENTE;750735;301500;0;0.0;0;2;=3;0;SIN DEUDA;11;NO
400;35;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;7;3;=1;2;SIN DEUDA;24;SI
401;68;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;752562;752562;100.0;10;9;=4;4;SIN DEUDA;9;NO
403;53;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;2;0;=1;4;DEUDA DE 1 MES;2;NO
406;37;EDUC. UNIVERSITARIA;DEPENDIENTE;1174946;301500;0;0.0;2;8;=0;6;SIN DEUDA;22;SI
409;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1647981;301500;0;0.0;2;6;=6;9;SIN DEUDA;12;SI
410;38;EDUC. UNIVERSITARIA;DEPENDIENTE;3906671;301500;32827;10.9;0;10;=1;5;SIN DEUDA;10;NO
412;53;EDUC. UNIVERSITARIA;DEPENDIENTE;5427534;301500;227904;75.6;2;2;=6;0;SIN DEUDA;7;SI
414;38;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;5;7;=2;5;DEUDA DE 1 MES;19;SI
415;56;EDUC. UNIVERSITARIA;DEPENDIENTE;3654180;301500;0;0.0;7;10;=7;7;SIN DEUDA;6;NO
417;59;EDUC. UNIVERSITARIA;DEPENDIENTE;4974750;301500;0;0.0;8;6;=5;2;SIN DEUDA;22;NO
418;70;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;1;1;=2;8;SIN DEUDA;8;NO
420;47;EDUC. UNIVERSITARIA;DEPENDIENTE;1899450;301500;0;0.0;0;4;=0;9;SIN DEUDA;16;SI
422;70;EDUC. UNIVERSITARIA;DEPENDIENTE;1108302;301500;0;0.0;8;0;=6;5;SIN DEUDA;14;SI
423;50;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;662938;662938;100.0;6;7;=5;10;SIN DEUDA;16;NO
425;39;EDUC. UNIVERSITARIA;DEPENDIENTE;1311525;660924;660924;100.0;10;5;=3;7;SIN DEUDA;21;NO
430;41;EDUC. UNIVERSITARIA;DEPENDIENTE;1810004;301500;796;0.3;4;4;=4;10;SIN DEUDA;21;SI
431;56;EDUC. UNIVERSITARIA;DEPENDIENTE;5428004;301500;301500;100.0;0;10;=4;4;SIN DEUDA;18;SI
432;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1175850;301500;0;0.0;9;6;=9;3;SIN DEUDA;23;NO
439;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;284405;94.3;10;3;=0;3;SIN DEUDA;9;NO
440;36;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;609;0.2;8;9;=1;7;SIN DEUDA;18;NO
443;65;EDUC. UNIVERSITARIA;DEPENDIENTE;5427000;301500;0;0.0;0;6;=3;9;SIN DEUDA;11;SI
444;59;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;301500;100.0;4;7;=3;4;SIN DEUDA;9;SI
451;52;EDUC. UNIVERSITARIA;DEPENDIENTE;4477275;301500;63255;21.0;10;5;=1;9;DEUDA DE 2 MESES;24;SI
457;47;EDUC. UNIVERSITARIA;DEPENDIENTE;2504398;2183897;2183897;100.0;2;10;=0;6;DEUDA DE 2 MESES;25;NO
461;50;EDUC. UNIVERSITARIA;DEPENDIENTE;524610;301500;0;0.0;8;4;=4;3;SIN DEUDA;18;NO
463;61;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;1;0;=4;9;SIN DEUDA;2;SI
464;53;EDUC. UNIVERSITARIA;DEPENDIENTE;4070250;863213;863213;100.0;7;4;=0;6;DEUDA DE 1 MES;22;SI
467;56;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;4;3;=10;4;SIN DEUDA;1;SI
468;51;EDUC. UNIVERSITARIA;DEPENDIENTE;2532600;301500;0;0.0;7;6;=2;1;DEUDA DE 1 MES;14;SI
469;58;EDUC. UNIVERSITARIA;DEPENDIENTE;2216025;301500;0;0.0;0;3;=2;0;SIN DEUDA;16;NO
471;55;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;6;8;=1;5;SIN DEUDA;8;NO
472;36;EDUC. UNIVERSITARIA;DEPENDIENTE;2713500;301500;48;0.0;1;8;=10;5;DEUDA DE 2 MESES;4;NO
475;51;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;164812;54.7;2;7;=1;9;SIN DEUDA;7;SI
476;84;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;2;7;=1;6;SIN DEUDA;22;SI
477;42;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;4679238;4679238;100.0;6;5;=3;0;DEUDA DE 2 MESES;3;NO
480;57;EDUC. UNIVERSITARIA;DEPENDIENTE;3976878;301500;0;0.0;9;1;=6;8;SIN DEUDA;16;SI
488;73;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;3820608;0;0.0;0;1;=5;5;SIN DEUDA;4;NO
490;48;EDUC. UNIVERSITARIA;DEPENDIENTE;1827090;9605308;41806;0.4;3;4;=7;3;SIN DEUDA;4;NO
